time,pressure
0.0,77.054749
24.0,56.955643
48.0,51.855133
72.0,47.855055
96.0,46.054875
120.0,48.455115
144.0,48.355428
168.0,48.355428
201.703889,54.265051
201.706389,54.296022
201.706667,54.296022
201.706944,54.296022
201.707222,54.296022
201.7075,54.296022
201.707778,54.296022
201.708056,54.296022
201.708333,54.296022
201.708611,54.296022
201.708889,54.296022
201.709167,54.296022
201.709444,54.265051
201.709722,54.265051
201.71,54.265051
201.743333,53.837266
201.776667,53.397868
201.81,52.991375
202.090556,52.573269
202.123889,52.185166
202.157222,51.849326
202.190556,51.573492
202.223889,51.470901
202.257222,51.481547
202.290556,51.481547
202.323889,51.481547
202.357222,51.492193
202.390556,51.461222
202.423889,51.461222
202.457222,51.430252
202.490556,51.409927
202.523889,51.359599
202.557222,51.348953
202.590556,51.298625
202.623889,51.287979
202.657222,51.277333
202.690556,51.227005
202.723889,51.216359
202.757222,51.196035
202.790556,51.155385
202.823889,51.145707
202.857222,51.094411
202.890556,51.094411
202.923889,51.063441
202.957222,51.033438
202.990556,51.022791
203.023889,51.012145
203.057222,50.972464
203.090556,50.941493
203.123889,50.941493
203.157222,50.880519
203.190556,50.869873
203.223889,50.829224
203.257222,50.798253
203.290556,50.798253
203.323889,50.76825
203.357222,50.746957
203.607222,50.604685
203.857222,50.482737
204.107222,50.359822
204.357222,50.267877
204.607222,50.156576
204.857222,50.064631
205.107222,49.982365
205.357222,49.911713
205.607222,49.809122
205.857222,49.757826
206.107222,49.687174
206.357222,49.646525
206.607222,49.595229
206.857222,49.55458
207.107222,49.503285
207.357222,49.473282
207.607222,49.473282
207.857222,49.432632
208.107222,49.421986
208.357222,49.360045
208.607222,49.350366
208.857222,49.320363
209.107222,49.320363
209.357222,49.279714
209.607222,49.238097
209.857222,49.197448
210.107222,49.156798
210.357222,49.167445
210.607222,49.125828
210.857222,49.085178
211.107222,49.0755
211.357222,48.993234
211.607222,48.963231
211.7925,48.953552
211.857222,48.922581
212.107222,48.871286
212.357222,48.769663
212.607222,48.759017
212.8575,48.738692
213.1075,48.677718
213.3575,48.657394
213.6075,48.636101
213.8575,48.615777
214.1075,48.575127
214.3575,48.565449
214.6075,48.554803
214.8575,48.545124
215.1075,48.514153
215.3575,48.534478
215.6075,48.514153
215.8575,48.493829
216.1075,48.48415
216.3575,48.473504
216.6075,48.443501
216.8575,48.432855
217.1075,48.401884
217.3575,48.392206
217.6075,48.392206
217.8575,48.351557
218.1075,48.331232
218.3575,48.309939
218.6075,48.320586
218.8575,48.309939
219.1075,48.300261
219.3575,48.300261
219.6075,48.290583
219.8575,48.279936
220.1075,48.290583
220.3575,48.300261
220.6075,48.259612
220.8575,48.248966
221.1075,48.259612
221.3575,48.229609
221.6075,48.086369
221.8575,47.668262
222.1075,47.484373
222.3575,47.301452
222.6075,46.852374
222.8575,46.607511
223.1075,46.382973
223.3575,46.230054
223.6075,46.086814
223.8575,45.822594
224.1075,45.659029
224.3575,45.924217
224.504167,46.108106
224.548889,46.159402
224.6075,46.2407
224.8575,46.413943
225.1075,46.577508
225.3575,46.657839
225.6075,46.740105
225.8575,46.821404
226.1075,46.883345
