time,pressure
0.0,122.889978
5.131944,72.020363
10.264167,65.487879
15.396111,87.348092
20.528333,56.784621
25.660278,52.079694
30.792222,48.374427
35.924444,70.925145
41.056389,46.994667
46.188611,50.669825
51.320556,42.657406
56.452778,43.006169
61.584722,39.447373
66.716667,37.105752
71.848889,36.657735
76.980833,35.8016
82.113056,40.758612
87.245,42.834384
92.377222,33.924044
97.509167,60.972948
102.641111,41.182518
107.773333,58.875993
112.905278,40.973441
118.0375,57.418711
123.169444,63.682063
128.301389,41.809303
133.433611,57.03763
138.565556,40.976105
143.697778,37.119918
148.829722,35.808804
153.961944,36.574585
159.093889,35.427258
164.225833,47.642763
169.358056,50.745323
174.49,64.704571
179.622222,68.800851
184.754167,71.239335
189.886111,44.458642
195.018333,42.169578
200.150278,40.222021
205.2825,50.687586
210.414444,37.078484
215.546667,33.904205
220.678611,46.080775
225.810556,33.68282
230.942778,35.097215
236.074722,33.425639
241.206944,33.196845
246.338889,32.22053
251.470833,33.172781
256.603056,36.599676
261.735,33.365008
266.867222,37.298517
271.999167,33.002119
277.131389,32.799016
282.263333,33.51814
287.395278,33.258829
292.5275,40.33442
297.659444,36.513417
302.791667,34.295
307.923611,50.995814
313.055556,38.234962
318.187778,35.778185
323.319722,35.733751
328.451944,52.395278
333.583889,53.646066
338.716111,37.561882
343.848056,55.207619
348.98,44.172284
354.112222,38.959676
359.244167,40.336834
364.376389,39.072087
369.508333,38.626
374.640278,59.119886
379.7725,37.162867
384.904444,39.895168
390.036667,37.639049
395.168611,38.445729
400.300833,37.909517
405.432778,39.448173
410.564722,39.826826
415.696944,38.792883
420.828889,40.22057
425.961111,39.365936
431.093056,67.279999
436.225,42.485969
441.357222,41.880953
446.489167,42.472682
451.621389,84.863096
456.753333,83.558619
461.885556,83.709735
467.0175,48.443338
472.149444,48.612018
477.281667,44.559985
482.413611,64.751095
487.545833,43.218444
492.677778,43.865992
497.809722,42.182375
502.941944,44.927945
508.073889,42.255446
513.206111,42.057721
518.338056,41.056976
523.470278,41.530542
528.602222,42.262589
533.734167,43.276217
538.866389,39.608967
543.998333,40.740524
549.130556,40.451409
554.2625,40.668364
559.394444,41.421871
564.526667,41.629895
569.658611,42.159244
574.790833,42.996475
579.922778,42.435855
585.055,42.151238
590.186944,42.631871
595.318889,39.749037
600.451111,40.144355
605.583056,76.040207
610.715278,78.917648
615.847222,82.3141
620.979167,84.499252
626.111389,86.252455
631.243333,42.87065
636.375556,42.58353
641.5075,42.404065
646.639722,41.289208
651.771667,46.572359
656.903611,42.933401
662.035833,41.448867
667.167778,40.567853
672.3,42.197709
677.431944,40.180396
682.563889,39.542133
687.696111,39.065489
692.828056,38.750814
697.960278,39.33375
703.092222,38.896006
708.224444,39.368571
713.356389,40.214487
718.488333,38.561958
723.620556,45.802802
728.7525,38.989638
733.884722,39.281567
739.016667,39.289508
744.148611,39.819549
749.280833,39.598985
754.412778,46.307002
759.545,42.302508
764.676944,41.666814
769.809167,57.068075
774.941111,43.81251
780.073056,42.988676
785.205278,41.255116
790.337222,40.597465
795.469444,40.872626
800.601389,40.521759
805.733333,42.233056
810.865556,43.615475
815.9975,43.798103
821.129722,42.950763
826.261667,43.440079
831.393889,40.637714
836.525833,41.517248
841.657778,41.005193
846.79,41.876057
851.921944,43.310411
857.054167,65.470776
862.186111,46.611837
867.318056,44.878242
872.450278,43.331663
877.582222,43.668008
882.714444,42.706716
887.846389,43.396012
892.978611,40.509112
898.110556,38.733094
903.2425,36.438074
908.374722,38.105261
913.506667,39.32608
918.638889,37.034501
923.770833,64.623211
928.902778,38.838794
934.035,37.259399
939.166944,37.116351
944.299167,35.893586
949.431111,36.382519
954.563333,38.824339
959.695278,34.847685
964.827222,37.472562
969.959444,36.495643
975.091389,36.550304
980.223611,35.759845
985.355556,35.585534
990.4875,36.711802
995.619722,38.972115
1000.751667,36.655878
1005.883889,34.922532
1011.015833,36.660663
1016.148056,39.609904
