time,pressure
0.0,48.586784
0.166667,47.586787
0.333333,47.586787
0.5,47.586787
0.666667,47.586787
0.833333,47.586787
1.0,47.586787
1.166667,47.586787
1.333333,47.586787
1.5,47.586787
1.666667,47.586787
1.833333,47.586787
2.0,47.586787
2.166667,47.586787
2.333333,46.586789
2.5,46.586789
2.666667,46.586789
2.833333,46.586789
3.0,46.586789
3.166667,46.586789
3.333333,46.586789
3.5,46.586789
3.666667,46.586789
3.833333,46.586789
4.0,46.586789
4.166667,46.586789
4.333333,46.586789
4.5,46.586789
4.666667,46.586789
4.833333,46.586789
5.0,46.586789
5.166667,46.586789
5.333333,46.586789
5.5,46.586789
5.666667,46.586789
5.833333,46.586789
6.0,46.586789
6.166667,46.586789
6.333333,46.586789
6.5,46.586789
6.666667,46.586789
6.833333,46.586789
7.0,46.586789
7.166667,46.586789
7.333333,46.586789
7.5,46.586789
7.666667,46.586789
7.833333,46.586789
8.0,46.586789
8.166667,46.586789
8.333333,46.586789
8.5,46.586789
8.666667,46.586789
8.833333,46.586789
9.0,46.586789
9.166667,46.586789
9.333333,46.586789
9.5,46.586789
9.666667,46.586789
9.833333,46.586789
10.0,47.586787
10.166667,47.586787
10.333333,47.586787
10.5,46.586789
10.666667,46.586789
10.833333,47.586787
11.0,48.586784
11.166667,48.586784
11.333333,46.586789
11.5,48.586784
11.666667,46.586789
11.833333,46.586789
12.0,46.586789
12.15,46.586789
12.316667,46.586789
12.483333,46.586789
12.65,47.586787
12.816667,46.586789
12.983333,46.586789
13.15,46.586789
13.316667,47.586787
13.483333,47.586787
13.65,47.586787
13.816667,47.586787
13.983333,47.586787
14.15,46.586789
14.316667,47.586787
14.483333,47.586787
14.65,48.586784
14.816667,48.586784
14.983333,46.586789
15.15,47.586787
15.316667,47.586787
15.483333,48.586784
15.65,47.586787
15.816667,48.586784
15.983333,48.586784
16.15,46.586789
16.316667,46.586789
16.483333,46.586789
16.65,47.586787
16.816667,47.586787
16.983333,47.586787
17.15,47.586787
17.316667,47.586787
17.483333,47.586787
17.65,47.586787
17.816667,47.586787
17.983333,48.586784
18.15,48.586784
18.316667,48.586784
18.483333,47.586787
18.65,47.586787
18.816667,47.586787
18.983333,46.586789
19.15,48.586784
19.316667,48.586784
19.483333,48.586784
19.65,47.586787
19.816667,47.586787
19.983333,47.586787
20.15,47.586787
20.316667,48.586784
20.483333,47.586787
20.65,47.586787
20.816667,47.586787
20.983333,47.586787
21.15,47.586787
21.316667,48.586784
21.483333,48.586784
21.65,48.586784
21.816667,48.586784
21.983333,48.586784
22.15,48.586784
22.316667,48.586784
22.483333,47.586787
22.65,46.586789
22.816667,47.586787
22.983333,47.586787
23.15,46.586789
23.316667,47.586787
23.483333,48.586784
23.65,48.586784
23.816667,48.586784
23.983333,46.586789
24.15,47.586787
24.316667,47.586787
24.483333,47.586787
24.65,47.586787
24.816667,47.586787
24.966667,47.586787
25.133333,47.586787
25.3,47.586787
25.466667,48.586784
25.633333,48.586784
25.8,48.586784
25.966667,48.586784
26.133333,48.586784
26.3,48.586784
26.466667,48.586784
26.633333,48.586784
26.8,48.586784
26.966667,48.586784
27.133333,47.586787
27.3,47.586787
27.466667,47.586787
27.633333,47.586787
27.8,47.586787
27.966667,47.586787
28.133333,48.586784
28.3,48.586784
28.466667,48.586784
28.633333,48.586784
28.8,47.586787
28.966667,48.586784
29.133333,48.586784
29.3,48.586784
29.466667,48.586784
29.633333,47.586787
29.8,47.586787
29.966667,47.586787
30.133333,47.586787
30.3,47.586787
30.466667,47.586787
30.633333,47.586787
30.8,47.586787
30.966667,48.586784
31.133333,48.586784
31.3,48.586784
31.466667,48.586784
31.633333,48.586784
31.8,48.586784
31.966667,48.586784
32.133333,48.586784
32.3,48.586784
32.466667,48.586784
32.633333,48.586784
32.8,48.586784
32.966667,48.586784
33.133333,47.586787
33.3,47.586787
33.466667,47.586787
33.633333,47.586787
33.8,47.586787
33.966667,47.586787
34.133333,47.586787
34.3,47.586787
