time,pressure
0.0,124.067548
0.55,126.748468
1.1,128.113124
1.633333,129.555207
2.166667,130.32948
2.716667,127.551776
3.266667,121.638267
3.783333,118.192752
4.333333,116.024788
4.9,114.524635
5.233333,113.847146
6.133333,118.918633
6.65,120.176827
7.666667,113.09223
8.233333,111.93082
8.766667,111.253332
9.333333,110.711341
9.9,110.343561
10.433333,110.091922
11.016667,109.753178
11.55,109.549931
12.1,109.414434
12.65,109.346685
13.216667,109.211187
13.766667,109.182152
14.316667,109.278936
14.883333,109.172473
15.433333,109.153116
15.983333,109.075689
16.5,109.104724
17.05,109.19183
18.0,109.201509
18.533333,109.259579
19.1,109.675751
19.583333,109.704786
20.133333,109.80157
20.666667,109.859641
21.25,109.675751
21.783333,109.61768
22.35,109.520896
22.933333,109.55961
23.866667,109.511218
24.416667,108.456271
25.0,109.549931
25.55,109.511218
26.116667,109.588645
26.65,109.811248
27.216667,109.849962
27.766667,109.791892
28.316667,109.791892
28.866667,109.637037
29.233333,109.772535
30.066667,109.908033
30.6,109.908033
31.166667,109.80157
31.666667,109.908033
32.233333,109.898354
32.783333,109.878997
33.35,109.80157
33.916667,109.869319
34.483333,109.878997
35.05,109.772535
35.6,109.762856
36.166667,109.840284
36.683333,109.859641
37.233333,109.937068
37.783333,109.917711
38.35,109.995138
38.9,110.285491
39.433333,110.22742
40.0,110.217742
40.516667,110.246777
41.083333,110.101601
41.583333,109.995138
42.133333,110.091922
42.666667,109.975781
43.216667,108.601447
43.75,109.849962
44.316667,109.404755
44.866667,109.608002
45.4,109.820927
45.95,109.995138
46.483333,109.956425
47.016667,109.898354
47.533333,109.908033
48.066667,109.975781
48.6,109.917711
49.133333,110.053209
49.65,109.966103
50.183333,110.014495
50.733333,110.266134
51.266667,109.685429
51.783333,109.840284
52.333333,109.849962
52.866667,109.995138
53.233333,109.811248
54.083333,109.859641
54.616667,109.946746
55.2,109.98546
55.75,109.898354
56.333333,109.869319
56.933333,109.956425
57.533333,110.140314
58.1,110.624235
58.633333,110.440345
59.183333,110.062887
59.75,109.98546
60.283333,109.975781
60.833333,109.995138
61.4,110.004817
62.0,108.640161
62.533333,109.937068
63.083333,109.578967
63.45,109.637037
63.983333,110.014495
64.5,109.782213
65.033333,109.830605
65.566667,109.791892
66.116667,109.98546
66.666667,109.937068
67.233333,109.424112
67.766667,109.917711
68.316667,109.772535
68.85,109.80157
69.383333,109.656394
69.95,109.61768
70.483333,109.733821
71.033333,109.772535
71.55,109.772535
72.083333,109.685429
72.6,109.762856
73.15,109.666072
73.666667,109.704786
74.216667,109.7435
74.733333,109.637037
75.683333,109.714464
76.2,109.704786
76.716667,109.656394
77.366667,109.627359
77.933333,109.656394
78.483333,109.637037
79.033333,109.840284
79.566667,109.443469
80.116667,109.937068
80.633333,110.353239
81.166667,110.46938
81.7,110.217742
82.333333,109.637037
83.033333,109.7435
83.7,109.608002
84.35,108.165919
84.983333,109.317649
85.516667,109.588645
86.233333,109.259579
86.733333,109.578967
87.283333,109.346685
87.883333,109.259579
88.416667,109.646715
88.983333,109.472504
89.533333,109.472504
90.116667,109.511218
90.65,109.453147
91.216667,109.530575
91.75,109.501539
92.283333,109.443469
92.866667,109.385398
93.45,109.43379
94.383333,109.395077
94.9,109.327328
