time,pressure
0.0,160.328287
13.666667,229.627818
13.916667,228.227823
14.166667,225.62783
14.416667,223.127837
14.666667,220.627845
15.166667,215.827859
15.666667,211.027872
16.666667,203.327895
18.916667,184.42795
20.666667,168.327996
22.333333,163.52801
23.833333,155.728033
24.0,125.028306
24.5,152.828041
26.833333,143.528068
28.416667,137.828085
29.333333,135.028093
34.5,123.128128
36.416667,120.428136
37.5,119.328139
40.416667,117.128145
42.5,115.828149
44.166667,114.828152
45.75,114.028154
45.916667,113.728155
46.666667,112.828158
46.683333,112.928157
46.85,114.328153
48.0,89.928667
48.333333,116.028148
49.333333,112.828158
50.333333,110.528164
52.166667,105.928178
54.333333,100.128194
56.75,94.328211
59.333333,89.128226
61.166667,86.128235
61.666667,85.228238
62.166667,83.428243
63.166667,80.528251
64.166667,76.928262
65.166667,74.528269
66.166667,72.728274
66.666667,71.728277
66.75,74.12827
67.0,74.828268
67.25,77.028262
67.333333,77.128261
67.583333,79.128255
68.083333,77.42826
68.116667,77.928259
68.25,77.72826
68.833333,77.52826
69.25,76.328264
69.916667,74.12827
70.333333,73.428272
71.0,72.728274
71.5,72.328275
72.0,72.028276
72.5,71.228278
73.5,70.028282
74.5,67.828288
75.5,66.528292
76.5,64.628298
77.5,62.728303
78.25,62.028305
80.0,58.688315
82.0,57.05832
84.0,55.968323
86.0,54.508327
87.083333,54.228328
88.083333,53.52833
89.083333,55.028325
89.583333,54.128328
90.083333,52.628332
91.083333,52.028334
92.5,51.428336
95.833333,50.228339
96.0,118.128583
96.216667,49.728341
96.383333,51.528336
96.533333,52.028334
96.716667,50.928337
96.883333,52.428333
96.966667,53.028331
97.583333,50.828338
97.85,50.528339
98.016667,53.028331
98.033333,53.42833
98.083333,53.32833
98.35,51.828335
98.516667,53.228331
98.85,51.928334
99.016667,53.42833
99.05,53.62833
99.35,52.028334
99.516667,53.52833
99.566667,53.728329
99.85,52.328333
100.016667,53.928329
100.583333,53.028331
100.75,53.828329
100.9,54.828326
101.066667,55.028325
101.083333,56.028323
101.266667,56.328322
101.783333,60.32831
101.916667,59.828312
102.166667,58.328316
104.0,61.788306
105.0,65.888294
106.0,59.378313
107.5,60.808309
109.333333,159.228023
110.333333,157.028029
110.666667,156.62803
110.716667,156.428031
110.8,156.328031
110.833333,156.428031
111.083333,156.128032
111.416667,153.32804
112.416667,153.42804
113.0,153.42804
114.0,210.527874
114.666667,222.427839
114.833333,219.527848
115.333333,210.427874
115.833333,203.027896
116.333333,194.927919
116.5,193.127924
117.5,191.727929
118.0,191.12793
118.5,190.427932
118.583333,190.027933
119.0,185.427947
119.5,179.627964
120.0,174.02798
121.0,164.328008
122.0,156.428031
123.0,148.928053
124.0,140.428077
125.0,134.928093
127.0,120.528135
129.666667,104.548182
131.5,94.468211
133.0,86.688234
135.333333,75.978265
135.5,75.628266
136.0,73.028273
137.0,67.828288
138.0,63.228302
139.0,58.728315
139.916667,57.128319
140.033333,56.628321
140.916667,57.328319
141.016667,56.82832
141.916667,57.528318
142.016667,57.02832
142.916667,57.728318
143.016667,57.228319
143.916667,57.828317
144.0,60.328287
144.016667,57.228319
144.916667,57.828317
145.016667,57.228319
145.916667,57.728318
146.016667,57.228319
146.916667,57.628318
147.016667,57.128319
147.916667,57.528318
148.016667,57.02832
148.916667,57.428318
149.016667,57.02832
151.0,57.678318
153.25,57.508318
154.5,57.718318
156.0,58.128316
156.1,57.728318
156.483333,57.928317
156.6,57.628318
158.833333,62.728303
160.833333,63.078302
162.0,62.638303
168.0,67.928725
192.0,65.328142
216.0,64.328365
240.0,58.328732
264.0,52.428788
288.0,49.828205
312.0,49.228145
336.0,48.828428
360.0,84.828157
384.0,58.12839
408.0,59.92857
432.0,58.628762
456.0,53.728595
480.0,52.128758
504.0,56.02818
528.0,92.328907
552.0,80.028644
576.0,100.728779
600.0,66.928947
624.0,68.528785
648.0,88.428517
672.0,91.628191
696.0,70.328965
720.0,62.02878
744.0,56.92827
768.0,55.828805
792.0,54.128312
816.0,57.128612
840.0,56.62824
864.0,53.928938
888.0,55.72815
912.0,55.828805
936.0,52.528475
960.0,51.628385
984.0,51.328355
1008.0,51.828728
1032.0,51.028325
1056.0,51.228668
1080.0,51.328355
1104.0,51.72904
1128.0,51.628385
1152.0,51.228668
1176.0,52.228445
1200.0,50.728295
1224.0,50.82895
1248.0,50.428265
1272.0,50.82895
1296.0,50.928638
1320.0,50.428265
1344.0,51.928415
1368.0,54.128312
1392.0,53.028848
1416.0,52.828505
1440.0,54.728372
1464.0,55.628462
1488.0,53.128535
1512.0,52.328132
1536.0,51.028325
1560.0,51.528698
1584.0,51.72904
1608.0,51.72904
1632.0,52.02907
1656.0,55.129058
1680.0,56.32821
1704.0,57.728672
1728.0,58.72845
1752.0,59.128167
1776.0,60.128912
1800.0,63.52893
1824.0,61.528407
1848.0,60.728972
1872.0,60.028257
1896.0,59.02848
1920.0,60.328287
1944.0,65.228455
1968.0,99.428004
1992.0,61.928125
2016.0,66.128545
2040.0,57.428642
2064.0,55.028402
2088.0,54.829028
2112.0,54.928715
2136.0,53.928938
2160.0,53.228222
2184.0,52.228445
2208.0,52.128758
2232.0,51.42901
2256.0,51.228668
2280.0,50.728295
2304.0,50.928638
2328.0,50.82895
2352.0,50.728295
2376.0,51.828728
2400.0,61.628095
