time,pressure,class
0.0,96.132076,0
0.386667,96.132076,0
0.391389,103.874786,0
0.979167,109.681818,0
1.355,112.585334,0
1.599444,113.553173,0
2.006389,113.553173,0
2.333889,104.842624,0
2.562222,101.939108,0
2.908333,99.035592,0
3.855556,101.939108,0
4.247222,106.778302,0
4.6125,109.681818,0
4.964444,112.585334,0
5.343611,114.521012,0
5.603333,112.585334,0
6.0075,102.906947,0
6.589167,98.067753,0
6.97,96.132076,0
7.353611,100.971269,0
7.569167,103.874786,0
7.986667,108.713979,0
8.396667,111.617495,0
8.986111,114.521012,0
9.400278,106.778302,0
9.965556,99.035592,0
10.353889,97.099915,0
10.598889,96.132076,0
10.985278,101.939108,0
11.325556,106.778302,0
11.572778,108.713979,0
11.994722,112.585334,0
12.341111,114.521012,0
12.571389,115.48885,0
12.991389,105.810463,0
13.332222,100.971269,0
13.589722,99.035592,0
13.951111,97.099915,0
14.313889,97.099915,0
14.562222,101.939108,0
14.928611,106.778302,0
15.830833,113.553173,0
16.203056,115.48885,0
16.5575,105.810463,0
17.345278,98.067753,0
17.571944,96.132076,0
17.981944,100.003431,0
18.303056,104.842624,0
18.533611,107.74614,0
18.923889,110.649657,0
19.283889,113.553173,0
19.518333,114.521012,0
19.883333,111.617495,0
20.285556,102.906947,0
20.6325,99.035592,0
21.157222,96.132076,0
21.543056,100.003431,0
21.960833,105.810463,0
22.3375,109.681818,0
22.608333,111.617495,0
22.965556,113.553173,0
23.335,115.48885,0
23.561944,108.713979,0
23.9525,101.939108,0
24.320278,99.035592,0
24.566111,97.099915,0
24.935278,96.132076,0
25.352222,103.874786,0
25.600278,106.778302,0
25.936389,109.681818,0
26.314444,112.585334,0
26.586389,113.553173,0
26.919444,115.48885,0
27.823611,99.035592,0
28.2425,97.099915,0
28.587222,97.099915,0
28.977778,103.874786,0
29.35,107.74614,0
29.585,109.681818,0
30.004444,112.585334,0
30.332222,114.521012,0
30.611389,110.649657,0
30.984722,102.906947,0
31.327778,99.035592,0
31.571111,98.067753,0
31.969167,96.132076,0
32.319444,100.971269,0
32.561389,104.842624,0
32.949444,108.713979,0
33.333889,110.649657,0
33.595278,112.585334,0
33.958056,114.521012,0
34.328889,106.778302,0
34.586389,102.906947,0
35.018611,99.035592,0
35.335278,97.099915,0
35.531667,96.132076,0
35.9375,101.939108,0
36.289167,106.778302,0
36.570556,108.713979,0
36.972222,111.617495,0
37.332222,113.553173,0
37.610278,114.521012,0
37.976389,104.842624,0
38.400278,100.003431,0
38.908333,97.099915,0
39.658889,104.842624,0
40.161111,109.681818,0
40.612778,112.585334,0
40.970278,114.521012,0
41.290556,110.649657,0
41.606944,103.874786,0
42.001667,99.035592,0
42.414167,97.099915,0
43.044444,101.939108,0
43.376111,105.810463,0
43.603056,108.713979,0
44.033889,111.617495,0
44.343056,113.553173,0
44.592222,114.521012,0
44.974167,107.74614,0
45.306944,101.939108,0
45.328889,101.939108,0
45.544167,100.003431,0
45.956667,97.099915,0
46.3675,97.099915,0
46.372778,97.099915,0
46.596944,100.971269,0
46.968611,106.778302,0
47.348056,109.681818,0
47.95,113.553173,0
48.3325,114.521012,0
48.624444,106.778302,0
48.965833,100.971269,0
49.325833,98.067753,0
49.563611,97.099915,0
49.966389,97.099915,0
50.327778,103.874786,0
50.590556,106.778302,0
50.958056,109.681818,0
51.845833,114.521012,0
52.226111,105.810463,0
52.611111,100.003431,0
52.9625,98.067753,0
53.361111,96.132076,0
53.622222,99.035592,0
54.001389,104.842624,0
54.379167,108.713979,0
54.613056,110.649657,0
55.000556,113.553173,0
55.3525,114.521012,0
55.6,110.649657,0
55.991667,102.906947,0
56.346944,99.035592,0
56.590556,98.067753,0
56.972778,96.132076,0
57.350833,101.939108,0
57.599444,104.842624,0
57.975,108.713979,0
58.342222,111.617495,0
58.605833,113.553173,0
58.994722,115.48885,0
59.326944,106.778302,0
59.601389,102.906947,0
60.010556,99.035592,0
60.3525,97.099915,0
60.586389,96.132076,0
60.947778,101.939108,0
61.334722,106.778302,0
61.615556,109.681818,0
61.974722,112.585334,0
62.320556,114.521012,0
62.583333,115.48885,0
62.926944,106.778302,0
63.82,97.099915,0
64.206111,95.164237,0
64.589167,102.906947,0
64.959167,107.74614,0
65.373333,110.649657,0
65.623056,112.585334,0
66.001389,114.521012,0
66.367778,109.681818,0
66.615556,103.874786,0
66.97,100.003431,0
67.371944,98.067753,0
67.630278,96.132076,0
68.035278,100.971269,0
68.375278,105.810463,0
68.633056,107.74614,0
69.026389,110.649657,0
69.376111,113.553173,0
69.569722,114.521012,0
69.988889,108.713979,0
70.366944,101.939108,0
70.644167,99.035592,0
71.004722,97.099915,0
71.354167,95.164237,0
71.62,100.971269,0
72.037222,106.778302,0
72.394167,109.681818,0
72.638056,111.617495,0
73.010278,113.553173,0
73.374167,115.48885,0
73.633333,106.778302,0
74.023889,100.971269,0
74.375278,98.067753,0
74.623889,97.099915,0
74.932778,95.164237,0
75.631667,105.810463,0
76.054444,109.681818,0
76.388333,111.617495,0
77.021667,112.585334,0
77.361389,103.874786,0
77.573611,100.971269,0
77.979167,98.067753,0
78.393056,96.132076,0
78.792778,100.971269,0
79.204167,106.778302,0
79.627778,109.681818,0
79.998889,112.585334,0
80.345,114.521012,0
80.602222,112.585334,0
80.983333,103.874786,0
81.368056,99.035592,0
81.614722,98.067753,0
81.815,98.067753,0
82.012222,96.132076,0
82.388056,100.971269,0
82.631944,104.842624,0
82.998889,104.842624,0
83.003889,108.713979,0
83.331667,110.649657,0
83.625,112.585334,0
84.017778,114.521012,0
84.380556,107.74614,0
84.656389,102.906947,0
85.020278,99.035592,0
85.352778,97.099915,0
85.571111,96.132076,0
86.062222,101.939108,0
86.377222,106.778302,0
86.872778,110.649657,0
87.58,114.521012,0
88.042222,105.810463,0
88.363611,100.971269,0
88.6325,99.035592,0
88.985556,97.099915,0
89.390278,97.099915,0
89.800833,103.874786,0
90.190833,108.713979,0
90.625278,111.617495,0
90.992778,113.553173,0
91.390833,112.585334,0
91.661111,105.810463,0
92.047222,100.003431,0
92.429444,98.067753,0
93.013333,98.067753,0
93.328889,103.874786,0
93.612778,106.778302,0
94.030278,110.649657,0
94.398056,112.585334,0
94.648611,114.521012,0
94.993889,111.617495,0
95.381667,102.906947,0
95.608333,100.971269,0
95.990556,98.067753,0
96.395833,96.132076,0
96.664444,99.035592,0
97.006944,104.842624,0
97.395278,108.713979,0
97.649167,110.649657,0
98.031389,112.585334,0
98.378889,114.521012,0
98.62,110.649657,0
98.968889,103.874786,0
99.858889,97.099915,0
100.233889,99.035592,0
100.616111,104.842624,0
101.055833,108.713979,0
101.393333,111.617495,0
101.621111,112.585334,0
102.016667,114.521012,0
102.36,106.778302,0
102.627222,102.906947,0
103.035833,99.035592,0
103.396944,97.099915,0
103.631111,96.132076,0
103.982222,101.939108,0
104.321111,106.778302,0
104.586944,108.713979,0
105.038056,111.617495,0
105.336389,113.553173,0
105.673056,115.48885,0
106.049444,104.842624,0
106.366667,100.971269,0
106.668889,99.035592,0
107.077222,96.132076,0
107.451111,99.035592,0
108.041944,107.74614,0
108.385278,110.649657,0
108.826389,113.553173,0
109.238056,115.48885,0
109.816667,102.906947,0
110.205556,99.035592,0
110.643333,97.099915,0
110.962222,97.099915,0
111.826667,108.713979,0
112.236667,111.617495,0
112.838889,114.521012,0
113.254444,104.842624,0
113.656389,100.003431,0
114.0425,98.067753,0
114.443056,95.164237,0
115.040556,104.842624,0
115.478611,109.681818,0
116.106667,113.553173,0
116.421111,114.521012,0
116.827778,104.842624,0
117.238611,100.003431,0
117.831111,97.099915,0
118.253889,97.099915,0
118.270278,100.003431,0
118.824167,106.778302,0
119.251667,110.649657,0
119.799167,110.649657,0
119.827222,113.553173,0
120.237222,109.681818,0
120.673889,101.939108,0
121.065833,99.035592,0
121.439167,97.099915,0
121.81,99.035592,0
122.186111,104.842624,0
122.408889,107.74614,0
122.959722,111.617495,0
123.500833,114.521012,0
124.063889,104.842624,0
124.818889,98.067753,0
125.206944,96.132076,0
125.655,102.906947,0
126.034444,107.74614,0
126.4825,111.617495,0
127.032222,114.521012,0
127.396667,110.649657,0
127.83,101.939108,0
128.23,99.035592,0
128.667778,96.132076,0
129.056389,100.003431,0
129.579722,106.778302,0
130.045278,110.649657,0
130.474722,113.553173,0
131.163889,105.810463,0
131.486667,100.971269,0
132.083889,97.099915,0
132.425833,95.164237,0
132.916944,103.874786,0
133.281667,107.74614,0
133.9775,112.585334,0
134.341111,114.521012,0
134.654444,108.713979,0
135.096111,100.971269,0
136.214722,99.035592,0
136.661111,105.810463,0
137.076111,109.681818,0
137.424167,112.585334,0
137.669722,113.553173,0
138.095,112.585334,0
138.423889,104.842624,0
138.82,100.003431,0
139.188056,98.067753,0
139.406389,96.132076,0
139.851667,100.003431,0
140.263333,105.810463,0
140.826111,110.649657,0
141.229167,113.553173,0
141.829722,108.713979,0
142.190556,102.906947,0
142.406389,100.003431,0
142.670278,98.067753,0
143.056111,96.132076,0
143.462222,100.003431,0
143.828611,105.810463,0
144.226667,108.713979,0
144.662778,112.585334,0
145.059722,114.521012,0
145.429722,108.713979,0
145.654167,103.874786,0
146.078611,99.035592,0
146.443333,97.099915,0
146.674444,96.132076,0
147.936111,110.649657,0
148.293056,112.585334,0
148.662222,114.521012,0
149.010278,109.681818,0
149.406389,101.939108,0
149.816667,99.035592,0
150.194444,97.099915,0
150.4225,95.164237,0
150.664722,100.003431,0
151.060278,105.810463,0
151.430556,109.681818,0
151.830278,112.585334,0
152.199167,114.521012,0
152.489444,113.553173,0
153.046667,101.939108,0
