time,pressure
0.0,19.469446
0.634722,19.338788
1.294444,19.40944
1.94,19.319431
2.564444,19.239101
3.214444,19.218776
3.840833,19.229422
4.585,19.229422
5.949444,19.079407
6.471389,19.019401
7.0775,18.918746
7.626111,18.869386
8.234167,18.819059
8.807222,18.759053
9.503611,18.719371
10.18,18.699047
11.34,18.659365
12.007778,18.738728
12.727222,18.50935
14.031944,17.729272
14.6075,17.468924
15.273056,17.198897
15.855833,17.099209
16.506667,18.648719
17.187778,20.118866
17.756111,20.0095
18.343889,20.109188
18.726111,20.219521
20.113333,19.769476
20.690833,19.638818
21.302222,19.569134
22.541667,19.349434
23.22,19.278782
23.812222,19.248779
24.48,19.188773
25.124722,19.098764
25.704722,19.038758
26.363889,19.008755
26.976389,18.948749
27.661111,18.869386
28.348333,18.789056
29.035278,18.798734
29.622778,18.819059
30.291944,18.839383
30.843889,18.839383
31.471389,18.798734
32.116944,18.839383
32.762222,18.759053
34.708889,18.969074
35.424722,19.019401
36.057222,18.888743
37.400278,18.999077
37.974167,18.888743
38.598333,18.629362
39.211111,18.299329
39.888889,18.048659
41.175,19.389116
41.675833,19.349434
42.336111,19.889488
42.775,19.938848
44.266667,19.488803
46.179722,19.169416
46.851667,19.02908
47.532778,18.839383
48.261944,19.559455
50.3,19.128767
50.961667,18.929392
51.6,19.559455
52.219444,19.269104
54.154722,19.75883
54.819444,19.308785
56.258333,19.179095
56.894722,19.518806
57.513333,19.359113
58.146944,19.379437
58.754167,19.319431
59.466111,19.488803
60.012222,19.439443
60.636389,19.179095
61.309722,18.849062
62.0125,18.50935
62.641111,19.829482
64.008611,20.388893
64.539167,20.319209
65.154167,20.249524
65.778611,20.199197
66.446111,20.079185
66.739444,20.049182
68.004722,19.799479
68.615,19.679467
69.346111,19.578812
69.993333,19.539131
70.523056,19.488803
71.178056,19.419119
71.806111,19.398794
72.534444,19.368791
73.236944,19.529452
73.957222,19.439443
74.612778,19.529452
75.215278,20.019179
75.787778,20.088863
76.388333,19.889488
77.061111,19.829482
77.622778,19.779155
78.306667,19.659143
78.993611,19.589458
79.695556,19.569134
80.4175,19.509128
81.001667,19.449122
81.585,20.129512
82.186111,19.649464
82.773056,19.62914
83.452222,19.589458
84.100556,20.159515
84.781111,19.799479
85.426944,19.698824
86.053333,19.70947
86.654167,19.619461
87.315556,20.208875
87.979167,19.689146
88.607222,19.728827
89.280556,20.148869
89.954167,19.938848
90.540833,20.219521
90.854444,20.268881
92.320556,20.148869
92.810556,20.0095
93.4775,19.92917
94.221111,19.878842
94.795,19.959173
95.526111,20.0095
96.271111,19.70947
96.960556,19.578812
97.621944,19.539131
98.335556,19.449122
99.098889,19.308785
99.670833,19.239101
100.277222,19.15877
100.934444,19.149092
101.469444,19.139413
102.079167,19.149092
102.708611,18.779377
103.384722,18.438698
104.080556,18.138668
105.455278,17.82896
106.174167,17.789278
106.834444,17.808635
107.446667,17.82896
108.655278,17.598614
109.370556,17.399239
110.1275,17.189218
110.759444,17.059528
111.442222,16.949194
112.106667,16.838861
112.736667,16.769176
113.456667,16.619161
114.188611,19.599137
114.890833,19.359113
116.726389,19.959173
117.431944,19.779155
118.015,19.608815
118.556111,19.529452
119.169167,19.389116
119.78,19.218776
120.383333,19.149092
121.050556,19.089086
121.75,19.098764
123.098889,19.128767
123.703056,18.768731
124.374722,18.309008
125.058333,17.948972
125.714722,17.699269
126.366944,17.459245
127.018056,17.318909
128.489167,17.389561
129.2275,17.378915
129.887222,17.339233
131.013889,17.399239
131.278333,17.329555
131.844167,17.149537
132.508333,16.999522
133.244444,16.769176
133.914722,16.57948
134.1275,16.519474
134.76,16.418819
135.216667,16.418819
135.404722,16.358813
136.130833,16.40914
136.273333,16.40914
136.733333,16.40914
137.408611,16.429465
138.102778,16.448822
138.980556,16.508828
140.060278,16.519474
140.723889,16.519474
141.317778,19.40944
141.969722,19.578812
142.591389,20.598914
142.900833,20.598914
143.29,20.538908
143.750278,20.538908
144.546667,20.259203
145.807778,19.979497
146.516111,19.848839
147.174722,19.719149
147.300556,19.719149
147.801111,19.62914
148.279444,19.62914
148.483889,19.539131
149.165833,19.389116
150.513056,19.75883
151.203056,19.278782
151.8025,20.349212
152.432778,20.279527
153.102778,20.35889
153.713889,20.189518
154.367778,19.998854
155.0375,19.949494
155.691667,19.869164
156.331944,19.75883
156.975833,19.619461
157.600278,19.548809
158.275556,19.488803
158.916944,19.439443
159.509167,19.40944
160.1625,19.398794
160.787778,19.419119
161.502222,19.40944
163.023333,19.349434
164.025278,19.319431
164.704444,18.959395
165.339722,18.639041
165.798611,18.408695
166.455,18.149314
167.113056,17.918969
168.191944,17.598614
168.834444,17.378915
169.531944,17.198897
170.179722,16.988876
170.777222,16.819504
171.4775,18.959395
172.215278,19.379437
172.811389,20.429542
173.559167,20.628917
174.218889,20.728604
174.970833,20.478902
175.653056,20.319209
176.401944,20.289206
177.003056,20.178872
177.671111,20.028857
178.323611,19.949494
178.845833,19.899167
179.579444,19.848839
180.275556,19.779155
180.910278,19.659143
181.525278,19.569134
182.218611,19.439443
182.818611,19.359113
183.517778,19.248779
184.171111,19.209098
184.7825,19.188773
185.453611,19.199419
186.126389,18.779377
186.275833,18.719371
186.774722,18.459023
187.080556,18.329332
189.309167,17.849284
190.018333,17.65862
190.708611,17.558933
191.385556,17.369236
192.018056,17.17954
192.616111,16.988876
193.271944,18.888743
193.925833,18.948749
194.501111,20.668598
195.113056,20.859263
195.772222,21.318986
196.390556,21.198974
196.830278,20.848616
197.553889,20.65892
198.235556,20.579557
198.823611,20.709248
199.470278,20.748929
200.139722,20.78861
200.718056,20.579557
201.273611,20.439221
201.967778,20.35889
202.529722,20.339533
203.184444,20.328887
203.785556,20.30953
204.474167,20.279527
205.132778,20.249524
205.814444,20.219521
206.534722,20.208875
207.232222,20.178872
208.708333,20.019179
209.4425,19.968851
210.100556,19.92917
210.744722,19.869164
211.039722,19.818836
212.910278,19.589458
213.550278,19.539131
214.258056,19.479125
214.904167,19.389116
215.034444,19.368791
215.668333,19.269104
216.349722,19.169416
216.604444,19.139413
217.014444,19.049404
217.65,18.989398
218.277778,18.989398
218.967222,18.948749
