time,pressure
0.0,17.075354
24.0,17.075354
48.0,17.075354
72.0,17.075354
96.0,17.075354
120.0,17.075354
144.0,17.075354
168.0,17.075354
192.0,16.688218
216.0,17.075354
240.0,16.785002
264.0,16.107515
288.0,16.107515
312.0,16.107515
336.0,16.107515
360.0,16.107515
384.0,16.107515
408.0,14.655757
432.0,8.364805
456.0,8.364805
480.0,8.364805
504.0,8.364805
528.0,8.364805
552.0,8.364805
576.0,50.562573
600.0,53.272522
624.0,55.304983
648.0,35.173938
672.0,28.689418
696.0,27.140876
720.0,24.527712
744.0,22.97917
768.0,22.398467
792.0,22.011331
816.0,21.817763
840.0,21.624196
864.0,21.430628
888.0,21.333844
912.0,21.23706
936.0,21.23706
960.0,21.140276
984.0,20.946709
1008.0,20.849925
1032.0,20.849925
1056.0,20.753141
1080.0,20.753141
1104.0,20.656357
1128.0,20.656357
1152.0,20.559573
1176.0,20.656357
1200.0,20.753141
1224.0,20.849925
1248.0,20.656357
1272.0,20.656357
1296.0,20.753141
1320.0,20.656357
1344.0,20.753141
1368.0,20.849925
1392.0,20.656357
1416.0,20.656357
1440.0,20.559573
1464.0,20.849925
1488.0,20.946709
1512.0,20.559573
1536.0,20.559573
1560.0,20.559573
1584.0,20.559573
1608.0,20.753141
1632.0,20.946709
1656.0,21.140276
1680.0,21.333844
1704.0,21.23706
1728.0,21.140276
1752.0,21.043492
1776.0,21.043492
1800.0,20.849925
1824.0,20.753141
1848.0,20.656357
1872.0,20.656357
1896.0,20.559573
1920.0,20.559573
1944.0,20.462789
1968.0,20.462789
1992.0,20.366005
2016.0,20.269221
2040.0,20.075654
2064.0,20.269221
2088.0,19.882086
2112.0,19.785302
2136.0,19.301383
2160.0,19.011031
2184.0,18.914247
2208.0,19.011031
2232.0,18.527112
2256.0,18.430328
2280.0,18.430328
2304.0,18.333544
2328.0,18.333544
2400.0,17.849625
2424.0,17.849625
2448.0,17.849625
2472.0,17.752841
2496.0,17.656057
2520.0,17.656057
2544.0,17.752841
2568.0,17.946409
2592.0,18.23676
2616.0,18.623896
2640.0,18.527112
2664.0,18.623896
2688.0,18.720679
2712.0,18.817463
2736.0,18.914247
2760.0,19.011031
2784.0,19.107815
2808.0,19.011031
2832.0,19.011031
2856.0,19.107815
2880.0,19.011031
2904.0,19.107815
2928.0,18.914247
2952.0,18.914247
2976.0,19.011031
3000.0,18.914247
