time,pressure
0.0,131.354211
25.443889,88.198282
25.977222,86.601348
26.474444,85.188304
27.03,83.736546
27.496389,83.407481
27.989722,83.34941
28.638889,83.29134
29.167778,83.213913
29.694444,83.088094
30.237778,82.904204
30.739722,82.759029
31.261944,82.517069
31.797222,82.275109
33.415,81.539552
33.953611,81.336306
34.525556,81.084668
35.030556,80.929813
35.52,80.794316
36.045833,80.629783
36.566111,80.474929
37.186389,80.300718
37.755,80.126507
37.908889,80.087794
39.423333,79.642588
40.002778,79.487734
40.616389,79.265131
41.184722,79.197382
41.661389,79.061885
42.206111,78.936066
42.736389,78.810247
43.268611,78.684428
43.821111,78.558609
44.824722,78.326327
45.333333,78.200508
45.814444,78.094046
46.279722,77.987584
46.721667,78.103724
47.26,77.842408
47.751389,77.70691
48.155278,77.610127
48.527222,77.5327
49.093889,77.426237
49.575,77.329453
50.065278,77.242348
50.569167,77.126207
51.066389,77.019745
51.617778,76.913283
52.078056,76.826177
52.601944,76.710037
53.173611,76.593896
53.694722,76.497112
54.244167,76.400328
54.736389,76.33258
55.293889,76.216439
55.846944,76.129333
56.385833,76.013193
56.892778,75.916409
57.4675,75.800268
58.060556,75.684128
58.597778,75.577665
59.176944,75.471203
59.681111,75.364741
60.329722,75.238922
60.875833,75.132459
61.352222,75.055032
62.024167,74.919535
63.034167,74.725967
63.5975,74.629183
64.155833,74.522721
64.680556,74.425937
65.258333,74.319475
65.770833,74.242048
66.301389,74.125907
66.898611,74.019445
67.981389,73.845234
68.529722,73.767807
69.0475,73.671023
69.590556,73.574239
70.12,73.496812
72.326667,73.535526
72.869722,73.351636
72.939722,73.351636
73.691667,73.158069
73.979167,73.109677
74.8675,73.041928
75.348889,73.003214
75.972778,72.964501
76.475833,72.916109
76.946111,72.916109
76.966667,72.858039
77.212222,72.858039
77.511111,72.780611
77.941667,72.703184
78.110278,72.664471
78.633056,72.596722
79.146667,72.528973
79.700833,72.451546
80.188611,72.383798
80.668611,72.335406
81.174722,72.277335
81.221389,72.277335
81.490556,72.277335
81.682222,72.199908
82.169444,72.122481
82.684722,72.074089
83.270833,71.996662
83.786389,71.938592
84.333889,71.861165
84.838333,71.793416
85.353333,71.735346
85.520278,71.735346
85.808056,71.735346
85.893056,71.64824
86.072222,71.628883
87.531111,71.464351
87.989167,71.40628
88.550278,71.338532
89.099167,71.280461
89.576667,71.222391
89.813056,71.222391
90.068056,71.222391
90.086667,71.154642
90.594167,71.096572
91.091667,71.04818
91.563333,70.980431
92.047778,70.932039
92.53,70.864291
93.076111,70.80622
93.492222,70.757828
94.001667,70.69008
94.084167,70.69008
94.345556,70.69008
94.553611,70.632009
