time,pressure
0.0,385.586119
5.131944,182.10766
10.264167,155.977725
15.396111,243.418574
20.528333,121.16469
25.660278,102.344984
30.792222,87.523917
35.924444,177.726788
41.056389,82.004876
46.188611,96.705508
51.320556,64.655833
56.452778,66.050882
61.584722,51.815699
66.716667,42.449217
71.848889,40.657146
76.980833,37.232608
82.113056,57.060658
87.245,65.363744
92.377222,29.722386
97.509167,137.918
102.641111,58.756278
107.773333,129.530182
112.905278,57.91997
118.0375,123.70105
123.169444,148.754459
128.301389,61.26342
133.433611,122.176726
138.565556,57.930627
143.697778,42.505878
148.829722,37.261424
153.961944,40.324549
159.093889,35.73524
164.225833,84.59726
169.358056,97.0075
174.49,152.844493
179.622222,169.229613
184.754167,178.983549
189.886111,71.860777
195.018333,62.704521
200.150278,54.914293
205.2825,96.776551
210.414444,42.340142
215.546667,29.643028
220.678611,78.349307
225.810556,28.75749
230.942778,34.41507
236.074722,27.728763
241.206944,26.813589
246.338889,22.908326
251.470833,26.717333
256.603056,40.42491
261.735,27.486239
266.867222,43.220276
271.999167,26.034684
277.131389,25.22227
282.263333,28.098767
287.395278,27.061522
292.5275,55.363887
297.659444,40.079876
302.791667,31.206208
307.923611,98.009462
313.055556,46.966056
318.187778,37.138946
323.319722,36.961211
328.451944,103.607321
333.583889,108.610473
338.716111,44.273737
343.848056,114.856684
348.98,70.715343
354.112222,49.86491
359.244167,55.373544
364.376389,50.314556
369.508333,48.530209
374.640278,130.505751
379.7725,42.677674
384.904444,53.60688
390.036667,44.582404
395.168611,47.809125
400.300833,45.664278
405.432778,51.818899
410.564722,53.33351
415.696944,49.19774
420.828889,54.90849
425.961111,51.489952
431.093056,163.146205
436.225,63.970083
441.357222,61.55002
446.489167,63.916934
451.621389,233.478593
456.753333,228.260682
461.885556,228.86515
467.0175,87.799558
472.149444,88.474279
477.281667,72.266148
482.413611,153.030587
487.545833,66.899983
492.677778,69.490176
497.809722,62.755709
502.941944,73.737987
508.073889,63.04799
513.206111,62.257094
518.338056,58.254113
523.470278,60.148374
528.602222,63.076565
533.734167,67.131074
538.866389,52.462076
543.998333,56.988305
549.130556,55.831844
554.2625,56.699662
559.394444,59.713691
564.526667,60.545787
569.658611,62.663184
574.790833,66.01211
579.922778,63.769629
585.055,62.63116
590.186944,64.553694
595.318889,53.022354
600.451111,54.603628
605.583056,198.187034
610.715278,209.696799
615.847222,223.282609
620.979167,232.023216
626.111389,239.036027
631.243333,65.508809
636.375556,64.360328
641.5075,63.642467
646.639722,59.18304
651.771667,80.315643
656.903611,65.759812
662.035833,59.821676
667.167778,56.297621
672.3,62.817045
677.431944,54.747794
682.563889,52.19474
687.696111,50.288164
692.828056,49.029464
697.960278,51.36121
703.092222,49.610231
708.224444,51.500491
713.356389,54.884158
718.488333,48.274038
723.620556,77.237417
728.7525,49.98476
733.884722,51.152477
739.016667,51.184241
744.148611,53.304404
749.280833,52.422147
754.412778,79.254216
759.545,63.236239
764.676944,60.693465
769.809167,122.298506
774.941111,69.276247
780.073056,65.980912
785.205278,59.046671
790.337222,56.416068
795.469444,57.516713
800.601389,56.113244
805.733333,62.958433
810.865556,68.488107
815.9975,69.218618
821.129722,65.829258
826.261667,67.786524
831.393889,56.577062
836.525833,60.095201
841.657778,58.046979
846.79,61.530435
851.921944,67.267853
857.054167,155.909313
862.186111,80.473554
867.318056,73.539177
872.450278,67.352859
877.582222,68.698241
882.714444,64.853074
887.846389,67.610255
892.978611,56.062654
898.110556,48.958584
903.2425,39.778504
908.374722,46.44725
913.506667,51.330528
918.638889,42.16421
923.770833,152.519051
928.902778,49.381385
934.035,43.063803
939.166944,42.491613
944.299167,37.600554
949.431111,39.556282
954.563333,49.323563
959.695278,33.416947
964.827222,43.916457
969.959444,40.008782
975.091389,40.227425
980.223611,37.065587
985.355556,36.368346
990.4875,40.873416
995.619722,49.914668
1000.751667,40.649718
1005.883889,33.716335
1011.015833,40.668861
1016.148056,52.465826
