time,pressure,class
0.0,24.371077,0
0.004167,24.371077,0
0.844722,24.390433,0
0.848889,24.390433,0
1.484167,24.012976,0
1.496667,24.012976,0
2.203333,23.432273,0
2.2075,23.432273,0
2.911944,23.006424,0
2.928611,23.006424,0
3.796111,22.454756,0
3.800278,22.454756,0
4.465,22.086977,0
4.469167,22.086977,0
5.265833,21.699842,0
6.028056,21.332063,0
6.847222,21.012676,0
7.641111,20.722325,0
8.500833,20.431973,0
9.386944,20.102908,0
9.391111,20.102908,0
10.098056,19.870627,0
10.1075,19.870627,0
10.790278,19.706094,0
10.794444,19.706094,0
11.336111,19.96741,0
11.340278,19.96741,0
11.942778,20.199692,0
11.952222,20.199692,0
12.595278,20.344868,0
12.600278,20.344868,0
13.126667,20.45133,0
13.130833,20.45133,0
13.91,20.586827,0
13.914167,20.586827,0
14.479722,20.664254,0
14.496389,20.664254,0
15.965,20.5094,0
15.969167,20.5094,0
16.003889,20.490043,0
16.649444,19.889983,0
16.653611,19.889983,0
17.216111,19.55124,0
17.220278,19.55124,0
17.966944,19.193139,0
17.971111,19.193139,0
18.611111,18.95118,0
18.615278,18.95118,0
19.175278,19.183461,0
19.179444,19.183461,0
19.789444,19.125391,0
19.793611,19.125391,0
20.3425,18.873753,0
20.955556,19.115712,0
20.959722,19.115712,0
21.528889,19.280245,0
21.533056,19.280245,0
22.191667,19.435099,0
22.195556,19.435099,0
22.827222,19.541561,0
22.831389,19.541561,0
23.373611,19.628667,0
23.383056,19.628667,0
23.983333,19.715772,0
24.618333,19.802878,0
25.173611,19.686737,0
25.177778,19.686737,0
25.7675,19.280245,0
25.771667,19.280245,0
26.342778,18.854396,0
26.346944,18.854396,0
26.958889,19.038285,0
26.962778,19.038285,0
27.606389,19.231853,0
27.610556,19.231853,0
28.151111,19.347994,0
28.155278,19.347994,0
28.743889,19.454456,0
28.748056,19.454456,0
29.366111,19.541561,0
29.370278,19.541561,0
30.661111,19.706094,0
31.262778,19.618989,0
31.266944,19.618989,0
31.940278,19.783521,0
31.944444,19.783521,0
32.611111,19.396386,0
32.615278,19.396386,0
33.203056,18.835039,0
33.207222,18.835039,0
33.840556,19.00925,0
33.844722,19.00925,0
34.381944,19.154426,0
34.386111,19.154426,0
35.048333,19.289923,0
35.0525,19.289923,0
35.705,19.396386,0
35.709167,19.396386,0
36.278056,19.473813,0
36.285833,19.473813,0
36.913889,19.560918,0
36.918056,19.560918,0
37.716944,19.638345,0
37.721111,19.638345,0
38.467778,19.541561,0
38.478889,19.541561,0
39.665278,18.941501,0
39.669444,18.941501,0
40.301667,19.115712,0
41.024444,19.25121,0
41.032778,19.25121,0
41.8175,19.357672,0
41.821667,19.357672,0
42.361389,19.425421,0
42.365556,19.425421,0
42.985,19.493169,0
42.989167,19.493169,0
43.481111,19.541561,0
44.099444,19.522205,0
44.103611,19.522205,0
44.781667,18.825361,0
44.785833,18.825361,0
45.346111,18.873753,0
45.35,18.873753,0
46.026389,19.076999,0
46.030556,19.076999,0
46.660556,19.183461,0
46.664722,19.183461,0
47.220833,19.260888,0
47.225278,19.260888,0
47.864167,19.338315,0
47.868333,19.338315,0
48.434167,19.396386,0
48.443333,19.396386,0
49.046667,19.464134,0
49.050833,19.464134,0
49.663056,19.493169,0
49.667222,19.493169,0
50.261111,19.047964,0
50.265278,19.047964,0
50.409444,18.738255,0
50.901389,18.825361,0
50.905556,18.825361,0
51.465278,18.980215,0
51.469444,18.980215,0
52.135556,19.115712,0
52.139722,19.115712,0
52.656667,19.193139,0
52.660833,19.193139,0
53.210556,19.260888,0
53.821111,19.318959,0
54.378611,19.377029,0
54.382778,19.377029,0
56.201667,18.835039,0
56.205833,18.835039,0
56.8275,18.873753,0
56.836944,18.873753,0
57.404167,19.018929,0
57.408333,19.018929,0
58.027222,19.115712,0
58.031389,19.115712,0
58.703333,19.193139,0
59.301389,19.260888,0
59.310833,19.260888,0
59.935,19.318959,0
59.939167,19.318959,0
60.596111,19.377029,0
61.192222,19.338315,0
61.916944,18.796326,0
61.929444,18.796326,0
62.609444,18.902788,0
62.620833,18.902788,0
63.855,19.06732,0
63.859167,19.06732,0
64.464167,19.154426,0
64.468333,19.154426,0
65.108611,19.231853,0
65.112778,19.231853,0
65.786667,19.183461,0
65.790833,19.183461,0
66.3775,18.806004,0
66.381667,18.806004,0
67.0325,18.806004,0
67.036667,18.806004,0
67.674444,18.95118,0
67.678611,18.95118,0
68.285833,18.960858,0
68.300278,18.960858,0
68.980833,19.106034,0
68.985,19.106034,0
69.63,19.173783,0
69.634167,19.173783,0
70.208333,19.202818,0
70.2125,19.202818,0
70.831111,18.631793,0
71.322778,18.776969,0
71.326944,18.776969,0
72.046389,18.893109,0
72.050556,18.893109,0
72.657222,18.989893,0
72.661389,18.989893,0
73.187778,19.00925,0
73.191944,19.00925,0
73.777222,19.096356,0
73.781389,19.096356,0
74.380556,19.164104,0
74.384722,19.164104,0
75.139722,19.183461,0
75.143889,19.183461,0
75.749167,18.76729,0
75.753333,18.76729,0
76.340278,18.806004,0
76.344444,18.806004,0
77.644722,18.980215,0
77.648889,18.980215,0
78.9775,19.144748,0
78.981389,19.144748,0
79.6375,18.902788,0
79.641667,18.902788,0
80.245556,19.028607,0
80.958611,19.135069,0
80.962778,19.135069,0
81.594722,19.173783,0
81.598889,19.173783,0
82.056111,18.970537,0
82.060278,18.970537,0
82.721111,19.154426,0
82.725278,19.154426,0
83.296111,19.222175,0
83.300278,19.222175,0
84.190556,19.357672,0
84.194722,19.357672,0
84.911111,19.357672,0
84.915278,19.357672,0
85.505556,19.715772,0
86.075,19.841591,0
86.718056,19.318959,0
86.741389,19.318959,0
88.935833,18.380155,0
88.94,18.380155,0
88.966667,18.370477,0
89.508889,18.070447,0
89.513056,18.070447,0
90.301944,17.663954,0
90.314444,17.663954,0
91.1175,17.257462,0
91.121389,17.257462,0
91.788056,17.015502,0
91.792222,17.015502,0
92.341667,17.257462,0
92.345833,17.257462,0
92.949722,17.412316,0
92.953889,17.412316,0
93.7525,17.557492,0
93.756667,17.557492,0
94.307778,16.792899,0
94.311944,16.792899,0
95.129167,17.189713,0
95.133333,17.189713,0
95.987222,17.392959,0
95.991389,17.392959,0
96.913333,16.773543,0
96.9175,16.773543,0
97.468056,17.025181,0
97.472222,17.025181,0
98.306111,17.257462,0
98.310833,17.257462,0
99.065278,17.402638,0
99.069444,17.402638,0
99.907222,16.928397,0
99.911389,16.928397,0
100.439167,17.102608,0
100.443333,17.102608,0
101.335,17.363924,0
101.339167,17.363924,0
102.164722,16.841291,0
102.168889,16.841291,0
103.010556,17.073573,0
103.014722,17.073573,0
103.843611,17.247784,0
103.847778,17.247784,0
104.410278,16.492869,0
104.414444,16.492869,0
105.282222,16.96711,0
105.286389,16.96711,0
106.104444,17.151,0
106.108611,17.151,0
107.0,16.705794,0
107.004167,16.705794,0
107.942778,16.96711,0
107.946944,16.96711,0
108.496944,17.092929,0
108.501111,17.092929,0
109.140833,17.286497,0
109.145,17.286497,0
109.768889,16.812256,0
109.777222,16.812256,0
110.292222,16.90904,0
110.296389,16.90904,0
110.754444,17.015502,0
110.765556,17.015502,0
112.391944,17.26714,0
112.396111,17.26714,0
113.125,17.363924,0
113.129167,17.363924,0
113.726389,17.354246,0
113.730556,17.354246,0
114.288333,17.499422,0
114.2925,17.499422,0
114.888056,16.812256,0
114.891944,16.812256,0
115.4525,16.90904,0
115.456667,16.90904,0
116.068611,17.034859,0
116.072778,17.034859,0
116.624444,17.131643,0
116.628611,17.131643,0
117.178611,17.218749,0
117.182778,17.218749,0
117.691667,17.354246,0
117.695556,17.354246,0
117.759167,17.383281,0
117.762222,17.383281,0
118.274444,16.570297,0
118.278611,16.570297,0
118.864722,16.90904,0
118.868889,16.90904,0
119.315278,17.354246,0
119.877778,17.480065,0
120.4,17.654276,0
121.024722,17.722025,0
121.641111,17.431673,0
122.158333,17.383281,0
